"","itemname","itemnumber","participant","receipt","category","amount","itemPrice","rabat","purchdate","purchtime","weekno","monthno","yearno","MerchantName","DateOfBirth","Gender","ContactMe"
"2678","sojamaelk","5701977012021","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2679","kloever tykmaelk 1kg","5700426102818","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2680","kingsway aeble 1 l","5705001412184","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2681","vanilje is 900ml","5712873997800","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2682","coca cola 1 fl","57013596","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2683","premieur mozzarella","5712871019948","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2684","salt & soedt","5705830004796","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2685","harvest best corn","5712874042196","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2686","seamless bh med","5708247201772","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2687","monster zero","5060337503099","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2688","tanq & tonc","5000291025473","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2689","creme fraiche","5760466871235","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2690","tapas tomat","8436583429624","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2691","trusseindlaeg","8001090131232","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2692","kyl.filet","5789000071306","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2693","nougatbroed","57540689","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2694","kims griller","5701979994783","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2695","plastbokse","5708063594379","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2696","knallert","5704378996471","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2697","oeko loeg 750g","5701243994556","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2698","babymad glas","5710405093242","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2699","rema 1000 cookie","5705830007179","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2700","skagenbroed","5701205005467","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2701","butter beans","5765228137031","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2702","rutebiler","5701079266445","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2703","kaerg. smoerbar 200g","5760466904919","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2704","agurker","5700381817031","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2705","rullegardin hvid 140","11659056837","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2706","avocado 3 stk","8436026800225","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2707","ff salmiak","5710405061999","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2708","f.k.booster 0 kal.","5741000145623","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2709","oeko. citroner","8011185000541","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2710","gb flydende kuloert v","5701410387198","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2711","oeko. guleroedder","5701243103385","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2712","valsemoellen manitoba","5701075203239","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2713","disco darling ispind","5712873709229","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2714","kanonkugler","5709152015751","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2715","fettuccine","8006669001435","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2716","pepsi max","5741000124123","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2717","trekornsbroed","2140","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2718","cheasy skyr skov 1kg","5711953058677","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2719","andebryst","5706911014543","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2720","konfekture","900112","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2721","anthon berg fugleaeg","500056804","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2722","coca cola 1,5l","57045795","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2723","harboe premium 4,6%","5701598034396","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2724","panodil regular tabl","7046260058132","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2725","cultura nat.m/muusli","57426990","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2726","mikrofiberklude","5703036408301","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2727","uruu bananer oeko","4013996096229","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2728","naturli isvaffel","5701977000769","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2729","roeget skinke","5707196154665","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2730","nudler ramen kylling","5901384500955","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2731","casalforte prosecco","8001968003784","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2732","bki oeko special","5701115671721","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2733","gillette venus blade 4's","1804029","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2734","graesk yog. 0%","5710326017525","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2735","pepsi max lime","5741000155264","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2736","kitchen joy tamarind","8858984830944","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2737","netop wcrens","5701012473473","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2738","sall. perlekartofler","5712873641291","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2739","baerepose","5705830003720","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2740","silverboom rose","5727510720550","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2741","coca cola reg 2l","5740700996849","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2742","basilikum i potte","5708876015047","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2743","broccoli","8425264000016","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2744","yoggi app. m/top","5760466894418","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2745","harboe cola","5701598027022","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2746","cheasy yoghurt","5700426205366","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2747","thisted oeko humle","5707402008980","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2748","jacobsen saaz blond","57095585","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2749","pant","8880173","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2750","malaco jordbaersnoerer","5700417990219","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2751","guleroedder 1 kg","100062","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2752","taffel linsechip sco","7310532112656","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2753","oeko. guleroedder","5701243103385","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2754","oeko. majs","5701243990541","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2755","opbevarungs stativ","5740007804847","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2756","lurpak smoer 200g","5740900403383","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2757","paalaekker hamburgerry","5707196154573","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2758","frugt","900350","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2759","apollin. citrus x6","5701598119796","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2760","oeko banan 4stk","5701331900100","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2761","ananas skraellet","5712872278504","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2762","marabou pl.","5710405058951","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2763","impraegnering","77924051371","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2764","castello blaa 150 g","5710405310097","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2765","kyllingebryst","4005097670286","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2766","viking blue 100","57111407","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2767","rema 1000 mayo","5705830008718","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2768","sprossepensel 15 mm","61309037770","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2769","hvidloeg i net","5710405062088","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2770","vej selv slik","208095","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2771","guleroedder","5701675004069","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2772","pant","8880172","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2773","pepsi max *","5741000123676","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2774","salling hak. tomater","5712873642359","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2775","rug fras 375 g","5000108029632","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2776","goel grillpoelser","5712874374280","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2777","gaer","5710815000014","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2778","molino loco","8422443001017","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2779","hk.oksekoed 8-12%","5701200190953","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2780","oeko. kartofler","5706419000949","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2781","skovmoellen hvid.bag.","5712871524930","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2782","gaer","5710815000014","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2783","aebler, loese","5710405055851","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2784","pebermix 1kg","8717775593317","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2785","blommer","5701675024012","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2786","kagefolie 8 cm x 8 m","5708184128095","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2787","oeko gurkemejerod","5706779056457","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2788","adele rose","5704634187063","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2789","wiener iskaffe 250ml","5710326016641","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2790","knorr lasagne","5719642208037","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2791","franskpostej","5704000433480","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2792","oego passata","5712871788608","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2793","frugtcocktail","5712873682812","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2794","flutes","4009097024773","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2795","aebleskiver kernemaelk","5712874466398","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2796","budget roeget filet","5900244024730","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2797","schweppes lemon","57045450","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2798","cultura balance blaab","5760466920292","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2799","rema kakaomaelk","5760466825436","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2800","moerk chokolade","4010139931010","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2801","cheasy","5711953159091","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2802","gestus club sandwich","5701410365424","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2803","kaergaarden smoer 475g","5711953116797","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2804","brystfilet","5789000089929","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2805","oeko. spidskaal","5713496000373","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2806","oeko groenne druer","5712580204994","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2807","vores kaffekapsler","5712871440513","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2808","first price aeblejuic","7311041085110","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2809","colgate tandpasta karies kontrol 3x75ml","10030305","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2810","salling poelsehor 325","5712873949380","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2811","salling cornflakes","5712873998388","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2812","grov havregryn","5701075201174","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2813","kyl.filet 9% 450g","5712875128462","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2814","medaljoner","5701050235606","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2815","kokosolie oeko 1 l","5712872514923","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2816","svampe","8713021002404","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2817","spartel rustrfri","4007535467861","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2818","kingsway aeble juice","5705001412184","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2819","pant","8880171","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2820","kidibul aeble oekologi","5415270100360","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2821","solsikkerugbroed","5701205001582","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2822","akrylfuge","5706360581276","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2823","oeko naturm. mini 1l","5701852261520","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2824","alpro piskbar","5411188121435","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2825","mc footies","5709405226576","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2826","arla minimaelk frisk","5700426291383","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2827","gifflar kanel","5712580289267","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2828","rustique camembert","5712580777580","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2829","minimaelk oeko.","5700426291154","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2830","gestus mayonnaise 40","5701410367824","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2831","fiskefrikadeller","5712874658083","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2832","appelsin juice","5705830607003","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2833","pretzel style hotdog","5712875068713","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2834","tasty c. mozzarella","5712875634918","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2835","princip kaka","5701115303608","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2836","bakkedal smoer 200g","5701043001072","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2837","pant","8880172","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2838","spunk vingummi","5774540426501","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2839","gestus cocktailpoelse","5701410381813","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2840","olivenolie","8002875028631","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2841","oego speltstykker","5712870778372","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2842","deli pastasalat","5712872421979","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2843","nutella 450g","500033940","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2844","gropper cappu. 250ml","4000980423208","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2845","konfekt med frugtsma","5701049121194","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2846","gropper macch. 250ml","4000980423307","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2847","modne avocado","8436026800225","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2848","solemo ananas skiver","5712871094532","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2849","buko naturel","5711953035517","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2850","naturmaelk","5701852261520","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2851","pant","8880171","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2852","premieur brioche","5712871577202","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2853","arla lf minimaelk 1l","7310865073556","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2854","magnum","8712566328352","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2855","wasa sport","7300400116534","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2856","vandmelon","5712870906799","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2857","haribo eucalyptus","5701090066147","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2858","hindbaersnitter","5706507003807","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2859","hakket spinat","5705830002464","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2860","yoggi app.m/top 170g","5760466894418","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2861","budget bacontern","5900244020091","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2862","karry sild","5709345000045","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2863","pant","8880171","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2864","lakridspiber","6410602227219","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2865","2pk tights","7613108281986","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2866","snoede lys","5701141065532","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2867","princip! pasta ling","5712871320310","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2868","lotus toilet 12rl","7322541148458","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2869","h for hvede","5701598038363","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2870","kb julehvidtoel 1fl","57008097","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2871","pant","8880173","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2872","dava aeggehvider oeko","5701607588117","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2873","melamin service","5704039340513","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2874","avocado 3 stk","8436026800225","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2875","grana padano","8002710411147","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2876","katjes lykke mix","4037400344607","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2877","muslingekoed","5702008200257","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2878","innocent ora./guler.","5038862132312","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
